Sample	MI_003_H	MI_022_H	MI_028_H	MI_033_H	MI_034_H	MI_037_H	MI_047_H	MI_048_H	MI_058_H	MI_059_H	MI_061_H	MI_062_H	MI_073_H	MI_084_H	MI_085_H	MI_087_H	MI_090_H	MI_095_H	MI_098_H	MI_101_H	MI_105_H	MI_106_H	MI_107_H	MI_116_H	MI_118_H	MI_119_H	MI_132_H	MI_133_H	MI_151_H	MI_155_H	MI_158_H	MI_160_H	MI_165_H	MI_180_H	MI_181_H	MI_183_H	MI_185_H	MI_194_H	MI_196_H	MI_211_H	MI_212_H	MI_217_H	MI_222_H	MI_229_H	MI_230_H	MI_232_H	MI_233_H	MI_238_H	MI_241_H	MI_267_H	MI_270_H	MI_279_H	MI_287_H	MI_288_H	MI_291_H	MI_293_H	MI_295_H	MI_304_H	MI_312_H	MI_313_H	MI_319_H	MI_326_H	MI_328_H	MI_329_H	MI_331_H	MI_334_H	MI_340_H	MI_342_H	MI_345_H	MI_346_H	MI_350_H	MI_358_H	MI_361_H	MI_364_H	MI_367_H	MI_373_H	MI_377_H	MI_383_H	MI_391_H	MI_392_H	MI_396_H	MI_398_H	MI_405_H	MI_413_H	MI_415_H	MI_423_H	MI_426_H	MI_433_H	MI_447_H	MI_453_H	MI_456_H	MI_012_H	MI_013_H	MI_017_H	MI_019_H	MI_020_H	MI_023_H	MI_024_H	MI_029_H	MI_030_H	MI_035_H	MI_039_H	MI_041_H	MI_043_H	MI_044_H	MI_046_H	MI_052_H	MI_055_H	MI_064_H	MI_065_H	MI_072_H	MI_074_H	MI_078_H	MI_088_H	MI_091_H	MI_096_H	MI_109_H	MI_110_H	MI_115_H	MI_123_H	MI_124_H	MI_126_H	MI_129_H	MI_137_H	MI_138_H	MI_139_H	MI_143_H	MI_149_H	MI_150_H	MI_159_H	MI_162_H	MI_166_H	MI_167_H	MI_169_H	MI_175_H	MI_178_H	MI_184_H	MI_187_H	MI_189_H	MI_191_H	MI_192_H	MI_193_H	MI_195_H	MI_197_H	MI_201_H	MI_204_H	MI_213_H	MI_215_H	MI_219_H	MI_223_H	MI_225_H	MI_226_H	MI_248_H	MI_251_H	MI_256_H	MI_260_H	MI_261_H	MI_262_H	MI_263_H	MI_266_H	MI_271_H	MI_274_H	MI_278_H	MI_282_H	MI_283_H	MI_289_H	MI_297_H	MI_298_H	MI_300_H	MI_303_H	MI_308_H	MI_317_H	MI_330_H	MI_332_H	MI_336_H	MI_337_H	MI_338_H	MI_344_H	MI_347_H	MI_354_H	MI_372_H	MI_375_H	MI_381_H	MI_384_H	MI_389_H	MI_394_H	MI_397_H	MI_399_H	MI_409_H	MI_411_H	MI_412_H	MI_420_H	MI_424_H	MI_425_H	MI_434_H	MI_436_H	MI_437_H	MI_449_H	MI_450_H	MI_451_H	MI_455_H	MI_458_H1
Otu00020	299	1	49	20	27	0	42	42	2	47	2	6	12	7	61	2	15	5	1	5	13	8	16	1	0	318	3	37	4	1109	0	0	147	0	4	55	29	38	353	23	1	5	0	0	24	2	8	0	4	0	9	2	2	0	1	14	1	7	1	1	10	3	2	20	1	1	5	23	169	2	23	0	3	19	3	1	20	2	0	0	1	2	2	4	0	1	20	1	8	3	6	35	26	59	24	8	1658	1	24	5	28	25	5	7	0	62	133	9	56	6	0	29	386	2	5	20	38	9	136	208	7	2	10	14	322	219	3	6	80	0	305	164	523	12	0	14	6	112	7	5	204	38	90	33	146	8	66	20	2	9	29	6	1	24	2	2	10	2	2	23	9	4	5	1	2	1	0	1	2	0	3	1	0	2	165	3	50	16	3	11	17	0	0	0	1	0	2	28	47	42	0	198	7	11	12	6	11	0	1	0	2	26
Otu00021	0	0	4	0	71	30	11	6	77	23	23	31	0	17	0	32	60	123	33	79	21	3	2	35	2	23	10	6	2	36	57	16	9	3	32	1	13	1	0	27	354	3	8	144	56	95	73	90	0	5	3	26	185	83	41	19	5	3	83	6	21	11	387	159	156	68	20	11	3	7	3	43	9	12	6	57	17	11	13	37	13	0	18	21	0	14	31	5	42	278	157	12	15	12	12	34	4	24	16	4	48	1	0	36	13	9	55	57	0	33	7	43	0	7	7	13	0	11	7	2	7	5	20	0	180	6	55	23	11	24	0	0	7	5	20	3	47	0	0	4	0	6	3	22	1	5	27	0	0	1	25	0	0	16	166	6	0	81	185	42	45	2	8	11	29	2	7	61	192	114	41	86	27	109	33	27	23	11	5	7	0	3	2	0	5	1	2	26	11	4	4	0	38	4	11	0	44	27	7	34	42	7
Otu00022	87	1	30	26	6	0	11	61	1	28	3	1	9	12	25	1	43	7	4	3	2	4	11	6	0	58	4	11	9	648	0	0	94	5	2	40	22	7	69	17	2	1	3	1	5	3	7	0	25	7	1	1	2	0	1	31	7	2	3	6	0	8	0	36	0	2	10	6	22	2	21	0	1	29	18	0	3	1	11	1	3	1	2	9	9	1	15	0	11	2	6	27	113	15	35	6	501	13	111	16	6	6	49	3	12	32	33	31	33	10	0	4	239	4	2	5	6	4	85	175	0	0	5	16	284	32	1	3	16	1	124	217	206	0	1	2	5	14	3	2	25	4	10	7	37	4	21	29	0	9	1	3	5	5	3	1	29	1	0	10	7	6	0	3	0	1	3	0	4	3	0	2	0	2	10	1	24	2	5	4	9	1	0	0	1	6	2	7	17	22	5	124	2	24	23	4	0	2	6	0	5	10
Otu00023	0	0	135	0	83	7	48	0	0	0	4	1	0	0	0	4	0	0	20	55	106	21	0	12	0	0	14	0	0	0	1	295	0	79	16	0	120	0	0	0	2	0	8	1	1	0	17	0	0	6	0	0	0	5	30	56	0	2	7	0	0	0	1	5	2	0	0	3	0	0	15	0	71	119	0	3	6	5	0	4	0	19	0	22	2	0	0	38	33	1	6	0	93	1	94	15	1	88	0	0	0	0	9	65	0	1	0	214	0	13	2	4	0	1	0	19	0	0	9	9	30	74	0	0	7	0	86	0	29	28	0	0	122	0	70	3	4	0	1	30	0	0	0	15	18	1	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	7	90	13	1	0	14	0	1	10	0	0	0	41	4	2	7	0	0	0	5	0	1	0	0	29	3	58	9	0	2	0	1	0	6	1	0	5	0	0
Otu00024	8	0	23	4	18	5	10	20	23	38	138	31	80	4	11	17	0	24	3	12	8	3	10	3	3	2	11	6	42	28	8	0	49	11	10	16	29	4	46	59	48	24	14	0	60	88	28	14	156	2	7	3	41	16	21	276	487	50	38	0	59	3	3	7	11	6	18	152	16	6	19	119	17	28	4	42	89	23	63	1	2	9	4	10	5	34	4	0	4	81	13	6	6	14	15	3	17	1	5	9	8	20	6	7	24	53	10	27	62	5	2	55	44	2	15	3	34	20	98	10	31	26	4	46	20	52	34	20	18	18	66	64	52	41	37	15	11	8	1	0	11	24	27	17	117	6	248	61	1	11	2	88	100	151	49	210	85	4	57	11	13	10	4	79	152	86	0	454	113	7	81	144	14	19	85	95	75	8	160	17	112	5	5	1	2	5	8	84	33	11	41	0	20	7	11	10	34	6	51	41	20	22
Otu00025	0	2	17	766	0	2	1	40	1	60	0	67	1	4	13	84	69	270	45	94	12	0	0	8	19	39	5	7	5	19	60	72	3	68	6	9	1	8	17	39	2	2	1	22	5	4	27	50	13	0	1	8	1	2	3	18	1	225	20	5	3	91	28	20	1	74	9	50	2	1	1	0	10	5	0	1	7	26	5	2	23	4	19	24	5	15	7	0	5	43	10	7	13	12	5	81	10	9	13	8	56	1	2	21	4	5	6	6	74	7	0	0	42	4	5	73	2	17	4	3	0	0	65	1	107	2	17	43	2	7	1	38	10	2	14	7	3	2	3	5	34	1	6	4	2	5	0	0	3	35	6	18	0	0	0	11	10	0	6	23	1	42	96	0	2	0	2	0	50	365	139	0	6	3	9	7	3	4	36	1	66	57	0	0	0	0	0	14	0	19	12	23	1	3	5	4	42	14	30	1	22	2
Otu00026	0	0	8	78	3	1	0	1	7	1	2	19	1	1	1	17	29	182	14	61	11	11	23	1	14	34	12	22	3	7	91	10	3	5	6	13	3	0	2	1	0	1	7	13	4	33	35	39	36	1	4	5	59	62	3	79	2	6	21	2	16	36	94	8	0	175	46	29	0	36	1	19	7	8	1	1	20	17	6	63	691	13	0	8	127	30	22	1	8	255	13	3	14	15	1	49	0	11	10	2	36	2	5	15	1	7	36	32	12	5	1	8	0	0	17	10	1	12	38	4	0	4	8	0	8	0	12	41	1	3	1	0	1	30	0	0	1	0	0	0	1	18	4	14	1	20	7	0	0	5	0	1	10	2	90	15	0	1	22	29	0	80	2	21	29	1	5	7	1	25	14	0	1	416	34	3	1	12	14	0	0	9	7	2	3	5	46	16	3	47	1	8	2	10	14	9	12	5	0	9	10	2
Otu00027	0	1	11	134	1	4	2	26	0	48	0	31	37	0	39	3	52	97	4	32	7	0	0	8	1	4	7	206	42	13	3	2	1	59	2	0	1	2	31	5	1	8	0	273	15	15	7	2	11	0	67	0	0	25	2	0	3	93	62	0	51	3	19	53	3	4	1	6	0	0	1	6	0	0	1	1	3	80	0	2	67	2	15	11	0	0	19	0	0	1	11	0	0	9	0	26	2	0	55	0	1	0	0	5	26	3	19	8	9	2	0	0	4	6	117	30	0	29	9	1	5	0	10	0	185	1	31	3	4	0	21	1	174	0	2	0	2	1	1	1	7	2	1	1	0	0	1	43	0	4	1	38	0	1	12	1	4	0	15	23	0	34	6	0	1	0	8	0	4	957	12	2	0	2	1	1	9	0	7	3	11	18	0	0	0	0	0	5	1	5	3	4	9	0	3	1	1	10	19	126	9	0
Otu00028	0	0	0	0	24	51	4	3	105	0	28	22	0	3	11	84	0	33	416	2	15	1	0	36	0	5	195	12	0	2	235	4	0	0	4	1	0	2	0	40	1	1	0	0	1	41	0	27	14	9	7	4	204	88	2	17	0	0	113	239	274	0	0	51	16	320	0	9	3	19	4	296	0	18	13	16	0	0	9	373	0	0	0	37	0	147	5	1	0	160	0	8	91	20	0	0	0	0	0	0	255	2	0	59	0	16	3	0	0	0	2	0	1	1	63	0	4	1	0	1	1	0	24	0	0	0	14	0	1	11	35	0	0	41	33	0	3	0	2	0	3	0	121	2	0	8	0	0	0	8	72	2	169	0	24	14	0	1	17	0	0	0	1	30	21	0	6	0	0	206	0	1	0	179	4	39	177	0	0	18	78	23	12	0	6	0	0	0	0	0	1	1	0	17	21	0	0	160	0	0	3	329
Otu00029	363	2	119	59	52	1	5	43	12	6	25	4	32	62	20	3	2	22	3	0	7	7	5	29	1	17	38	1	11	2	3	11	16	54	23	0	100	2	6	59	14	55	13	3	1	18	9	3	56	2	5	18	0	5	0	112	1	44	1	6	5	93	8	4	6	10	10	57	150	31	13	2	61	45	15	0	42	9	23	0	0	33	3	0	6	4	0	1	4	8	0	6	0	12	68	121	15	24	37	18	16	9	9	5	7	14	53	9	57	23	8	238	3	1	4	6	68	50	73	7	2	60	54	0	1	132	21	18	439	32	265	146	5	13	12	1	25	38	26	17	55	47	9	34	0	26	225	0	25	16	1	71	120	67	264	29	1	17	86	75	29	1	3	13	12	0	82	4	0	1	1	14	0	14	440	13	11	4	117	197	0	7	44	1	5	15	193	49	3	10	12	64	9	47	9	336	76	13	1	0	2	24
Otu00030	7	0	31	43	6	3	38	4	1	30	7	11	19	45	31	16	9	29	4	5	6	4	21	2	8	215	5	2	5	13	14	23	12	9	8	8	38	23	117	15	2	11	5	0	6	4	4	12	10	1	1	3	10	4	39	41	71	2	0	0	0	1	14	5	6	0	173	24	3	4	1	3	1	1	3	2	12	0	2	0	0	1	4	3	7	0	6	8	1	1	5	8	3	3	11	14	13	4	5	7	0	44	39	2	23	25	12	34	119	30	4	12	3	13	9	5	20	1	20	9	29	9	81	25	25	47	11	10	19	11	0	68	37	55	48	17	21	23	21	65	39	43	25	45	154	57	6	0	0	4	0	9	12	9	2	6	0	44	3	15	6	1	3	38	2	5	0	3	3	3	5	71	1	2	7	6	11	11	5	0	3	0	1	0	1	0	2	75	1	0	6	33	4	1	20	2	4	2	24	3	1	0
Otu00031	0	1	1	0	0	1	31	0	11	0	9	96	0	0	0	0	0	0	0	16	21	6	1	0	5	26	49	3	0	0	0	12	0	18	17	0	10	3	0	0	1	5	0	0	0	4	0	2	0	47	9	0	5	12	11	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	24	0	9	7	8	7	56	0	0	3	0	0	1	2	0	11	0	0	46	2	1	28	4	0	1	93	0	0	321	4	0	10	0	6	19	248	0	0	0	2	55	8	0	0	0	0	0	0	0	0	1	8	173	0	0	0	0	0	9	35	2	0	0	99	24	0	0	0	14	0	0	232	0	1	29	18	0	0	0	0	1	0	0	29	25	4	0	6	0	0	0	0	1	2	0	4	0	7	0	1	0	6	0	51	162	29	0	28	0	1	0	1	0	0	1	17	1	0	61	0	6	0	6	6	9	15	0	5	0	26	0	0
Otu00032	0	0	0	1	0	1	4	0	4	0	35	0	0	0	0	0	0	0	45	0	0	10	1	0	1	1	0	0	0	0	0	0	0	69	0	0	1	0	0	0	39	1	334	0	0	54	0	0	37	2	10	35	4	181	0	17	6	0	0	0	15	1	0	0	1	8	0	0	0	86	37	49	0	1	1	27	4	0	0	0	5	0	0	0	8	11	0	0	5	0	3	0	20	0	0	0	0	14	29	0	10	1	2	5	55	0	6	2	0	0	8	4	0	0	17	0	0	0	131	0	4	22	0	0	0	0	0	0	11	0	3	0	2	0	1	0	0	0	0	1	0	3	42	0	0	0	20	0	5	0	42	0	1282	16	9	12	0	5	86	0	72	0	0	28	0	2	82	0	0	28	0	0	29	9	8	5	24	3	1	1	0	0	0	19	2	1	3	18	222	0	0	0	4	15	129	0	0	13	0	191	206	30
Otu00033	0	0	2	2	3	2	2	0	9	0	4	2	0	9	0	9	7	12	14	9	0	25	1	5	37	1	7	6	4	0	47	4	0	0	2	0	3	0	0	6	26	0	3	4	2	25	9	20	5	4	3	8	120	32	0	0	4	0	9	0	4	0	28	3	23	19	2	4	0	0	0	4	2	10	3	1	6	9	0	2	18	0	9	8	0	8	3	2	5	9	23	0	1	0	4	4	0	2	13	1	8	0	18	12	87	6	24	23	0	2	14	3	0	5	2	4	0	4	14	0	0	0	7	0	12	0	2	6	4	21	0	0	0	0	0	2	4	1	1	4	0	9	0	0	0	0	0	0	0	0	0	0	0	1	9	4	0	0	5	12	12	2	4	2	11	3	0	25	5	2	1	0	2	14	13	4	2	0	0	0	0	4	1	0	3	4	0	3	2	2	0	1	8	0	33	2	35	12	4	5	61	0
Otu00034	44	0	1	0	0	14	57	0	17	661	26	0	0	175	0	0	3	73	65	73	0	50	118	77	32	0	10	158	0	0	37	0	0	46	83	569	53	74	2	0	17	0	3	0	37	40	40	10	2	3	3	2	4	6	227	0	11	0	0	1	1	3	0	17	28	6	2	33	31	7	29	4	58	3	4	4	0	0	0	0	3	7	0	7	0	1	0	1	4	0	8	0	25	3	56	0	1	165	15	5	9	320	98	101	18	0	1	69	0	42	27	111	0	0	48	0	90	0	69	195	244	7	190	0	454	13	85	126	20	98	105	0	186	0	203	0	127	0	27	416	0	13	225	30	414	152	19	0	3	0	6	0	2	35	30	4	1	23	4	1	0	0	0	4	7	11	0	61	0	0	22	72	0	11	82	0	4	2	0	0	0	5	0	0	0	3	3	0	6	17	0	0	7	8	0	0	8	4	10	15	1	8
Otu00035	53	0	25	1	6	1	2	4	0	6	77	8	1	2	18	9	3	0	4	4	6	2	7	8	0	3	63	5	2	3	9	22	29	19	7	7	4	1	5	26	27	15	0	1	1	16	5	0	76	2	2	0	8	11	0	9	28	4	1	9	3	6	1	5	43	1	12	6	21	4	5	5	4	8	7	3	4	5	5	1	0	0	2	1	8	0	1	0	2	24	2	9	5	9	2	21	14	12	13	3	4	4	11	3	5	9	2	20	35	4	19	8	0	4	11	9	9	18	23	9	33	35	7	11	84	81	16	14	57	35	63	60	0	5	4	7	7	5	1	0	9	5	58	4	0	2	0	2	5	43	2	7	3	41	17	1	5	3	5	11	19	1	0	11	64	15	9	96	3	3	3	40	0	2	5	7	19	3	24	4	0	5	0	0	3	0	0	35	22	6	7	0	2	7	19	5	4	0	3	4	4	6
Otu00036	0	0	0	0	65	0	1	0	14	0	0	58	0	24	0	0	0	8	0	15	12	1	1	0	0	3	14	2	0	0	25	0	0	0	2	5	59	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	6	1	0	1	10	0	0	0	0	0	5	1	0	1	9	0	0	2	0	0	0	1	0	5	1	0	1	0	0	6	0	0	0	0	1	0	5	10	0	0	1	2	6	0	0	7	0	0	10	0	0	9	7	0	17	0	18	0	29	0	0	1	2	0	0	239	0	2	14	19	0	3	3	1	0	39	0	0	0	0	3	48	0	0	0	3	1	0	21	0	35	2	0	0	0	0	0	64	0	0	16	0	2	0	0	2	9	0	0	11	0	16	0	0	2	0	0	0	2	0	1	7	5	0	45	0	0	0	0	0	0	1	0	8	32	0	23	7	0	3	11	321	0	2	15	0	0	0	0
Otu00037	39	1	41	3	2	0	7	2	14	13	65	1	16	7	17	4	2	3	4	8	4	12	40	0	4	14	13	11	7	15	2	3	44	3	3	8	14	2	29	12	5	16	0	0	9	8	1	3	13	21	2	6	14	0	158	93	181	70	2	2	10	13	17	10	8	36	177	17	7	7	8	12	29	2	2	12	13	1	5	3	1	22	2	32	40	1	77	5	5	4	13	28	5	21	10	17	16	12	25	1	9	14	20	1	125	23	15	10	53	2	3	7	400	0	3	24	32	9	16	12	6	35	7	16	17	39	15	4	17	15	20	260	2	5	6	9	7	6	2	2	8	8	71	8	8	12	22	94	10	29	13	6	4	50	36	36	0	57	40	95	10	3	2	108	10	1	12	17	3	7	12	50	5	2	36	12	7	12	8	3	31	1	8	0	2	10	18	151	31	23	40	24	9	9	21	22	26	3	42	8	3	5
Otu00038	0	0	1	0	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	7	45	7	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	104	3	0	54	0	0	0	0	2	0	0	15	40	1	0	0	0	1	1314	299	3	0	19	0	80	0	0	0	7	4	47	0	0	0	10	68	0	0	40	0	0	0	0	0	0	0	1	11	0	0	0	77	0	0	0	0	0	9	4	20	1	2	0	0	0	0	4	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	31	831	103	42	0	0	0	0	0	0	0	43	0	0	0	0	0	20	0	0	1	2	0	9	0	0	0	8	0	0	0	0	0	0	0	1	0	0	6	0	11	2	83	0	0	798	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	211	0	0	0	0	0	188	137	0	0	114	146
Otu00039	0	0	0	0	0	0	23	0	28	0	6	0	0	0	0	0	0	17	0	0	0	4	2	0	0	10	2	0	0	0	4	0	0	0	0	0	11	0	0	0	2	0	2	0	0	2	0	0	0	5	0	0	1	6	2	2	0	0	0	10	4	1	0	0	0	8	0	2	2	1	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	5	0	12	0	0	1	2	0	0	13	0	10	0	8	0	0	0	0	0	11	0	1	2	47	11	0	0	5	0	0	0	0	35	0	79	0	0	0	3	2	0	0	0	16	0	0	9	6	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	6	1	0	0	0	6	2	11	0	0	0	0	0	4	0	7	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	37	0	0	1
Otu00040	4	0	4	1	1	0	7	0	3	26	6	2	25	0	0	8	1	8	6	7	0	0	1	1	1	2	1	1	1	8	3	0	2	0	5	3	1	0	15	22	20	9	6	0	57	36	3	4	33	0	1	1	3	1	0	58	0	10	93	2	1	17	0	8	5	9	1	83	2	1	0	1	2	0	0	2	1	14	1	2	0	2	0	2	1	4	0	0	5	2	115	9	0	2	0	4	0	3	0	0	1	3	0	0	11	5	5	7	12	0	0	2	0	1	0	4	0	18	19	13	0	1	2	5	8	14	26	2	7	1	2	2	0	3	7	0	8	0	0	0	7	3	22	5	1	0	4	8	9	2	0	4	0	34	44	3	1	0	9	6	6	0	0	0	18	17	1	12	3	0	18	10	0	23	6	0	0	1	30	9	14	2	0	0	2	0	2	6	2	0	0	2	1	0	0	0	4	1	42	1	4	3
Otu00041	0	0	1	13	7	13	1	22	5	8	1	18	0	2	0	7	54	17	52	14	26	3	1	25	7	24	3	69	0	3	3	3	2	3	49	0	18	0	0	6	3	147	1	1	0	15	7	2	3	13	9	5	43	8	3	0	0	4	6	0	3	0	0	1	7	2	0	4	1	1	1	8	8	49	1	0	0	17	8	0	3	1	4	0	0	0	1	0	10	5	33	0	22	24	8	1	0	19	31	1	6	5	9	45	0	21	17	8	39	8	2	0	2	9	206	48	1	3	0	46	46	19	1	0	7	1	11	64	5	23	1	0	0	12	6	19	2	5	6	7	1	5	10	30	44	0	1	0	0	5	3	4	0	13	6	0	0	43	1	114	1	2	29	4	5	19	3	2	6	3	5	23	16	4	3	28	14	0	9	0	0	0	2	0	0	5	0	9	18	5	2	43	7	0	0	0	9	0	0	2	1	2
Otu00042	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	6	0	0	0	349	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	73	61	0	0	0	0	0	0	0	0	0	0	255	0	0	0	2	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	14	0	2	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Otu00043	0	0	4	0	3	10	4	0	14	0	3	7	0	9	0	8	39	6	18	1	3	3	0	11	0	4	21	36	2	0	50	2	0	7	15	5	3	1	0	0	34	4	0	4	0	27	17	21	3	38	2	3	32	4	0	3	2	40	25	0	25	13	25	0	16	71	8	13	0	2	1	8	1	4	3	5	21	5	3	8	0	0	12	19	0	7	26	1	2	41	9	0	11	1	6	10	0	6	5	0	23	0	8	102	16	2	5	7	0	11	5	2	0	5	11	0	0	1	0	0	0	2	5	0	6	0	1	55	6	7	0	0	0	2	4	1	14	1	7	2	0	5	0	1	0	2	18	0	0	3	9	0	0	0	3	17	0	6	10	6	12	0	27	37	8	0	0	93	71	7	8	8	5	10	5	3	27	0	1	0	0	0	1	0	1	3	0	0	1	10	0	1	6	6	54	0	42	7	0	14	3	10
Otu00044	8	0	1	0	0	0	0	2	1	4	6	0	2	0	0	0	47	2	2	0	0	0	0	0	0	0	4	2	0	7	4	0	1	4	2	1	2	0	7	34	1	1	1	1	3	2	86	0	6	5	0	0	1	1	1	13	5	1	4	0	21	5	4	22	3	2	10	10	4	0	7	0	9	15	3	2	0	1	6	2	1	21	2	0	52	4	1	0	7	3	5	53	1	4	32	1	4	1	0	2	2	1	3	2	2	3	5	8	0	0	0	0	3	0	3	43	3	0	12	1	20	0	0	0	5	70	1	0	5	0	7	105	6	0	2	0	1	1	0	0	1	1	3	2	0	1	9	34	3	4	2	3	3	4	1	3	5	0	4	2	7	1	3	1	1	1	0	1	1	3	1	0	1	1	7	3	28	14	3	2	0	1	0	0	0	1	0	6	2	2	0	18	3	33	28	9	0	20	0	1	1	3
Otu00045	2	1	1	7	5	1	0	12	5	1	0	0	21	6	29	5	35	0	1	0	0	0	0	0	0	5	0	7	38	0	4	2	7	6	0	0	0	0	41	4	5	2	0	0	5	1	0	1	0	22	7	41	2	0	1	6	3	0	1	0	7	0	0	1	2	1	0	28	6	12	41	0	5	4	17	1	0	0	7	0	0	204	0	22	0	4	5	4	0	12	0	1	22	0	3	6	0	0	5	13	0	7	8	15	3	5	3	0	3	0	2	0	2	5	15	6	1	3	5	2	2	22	0	0	0	3	1	4	2	5	4	10	0	1	5	1	1	0	1	0	0	20	2	0	0	0	6	0	14	13	5	2	0	1	8	4	0	26	5	19	6	2	0	23	9	0	0	2	2	2	6	0	0	0	1	1	1	4	0	0	0	3	4	16	2	0	1	5	6	41	1	114	2	8	81	1	2	38	9	0	1	1
Otu00046	1	0	38	3	2	0	2	5	3	12	8	17	0	2	160	28	3	4	7	26	7	3	9	4	9	19	1	5	30	11	4	1	11	19	3	44	15	2	28	21	2	3	2	1	1	0	0	8	28	3	0	3	11	14	4	11	23	15	5	0	0	4	0	0	7	2	2	7	3	0	0	5	8	7	1	0	1	3	5	0	1	3	1	31	0	1	14	0	2	2	1	2	1	4	8	42	10	2	2	2	1	11	22	7	62	10	3	12	32	6	0	10	0	3	3	12	1	13	11	5	25	7	8	2	11	2	30	5	11	7	1	13	37	4	12	3	28	6	6	1	9	35	6	19	233	9	6	17	2	6	2	2	0	4	7	1	0	15	4	10	1	1	1	13	2	0	5	10	2	0	5	139	4	3	10	13	24	6	11	0	21	0	0	0	1	2	1	47	5	10	0	4	2	5	4	1	2	0	2	4	0	2
Otu00047	49	0	22	0	0	30	24	0	51	0	214	0	0	11	1	0	13	9	2	23	22	55	34	0	16	15	20	61	0	0	2	0	0	16	16	66	20	75	0	0	3	13	6	1	7	16	10	7	1	6	6	27	6	15	14	14	6	0	0	13	8	7	0	0	7	36	0	23	32	11	78	0	74	78	12	20	18	1	0	4	2	31	3	30	0	4	30	58	7	9	6	12	10	63	8	0	0	78	56	0	41	43	123	15	63	77	63	0	0	28	60	11	0	0	63	10	21	0	0	14	0	88	7	2	0	37	40	30	9	7	56	0	24	39	9	0	35	0	2	53	0	146	4	61	76	12	3	0	0	0	7	14	0	15	0	6	0	6	3	15	0	4	2	10	11	31	90	36	0	0	3	25	0	3	0	10	12	0	0	0	0	3	7	0	5	0	8	0	1	1	0	19	34	10	23	0	4	10	1	25	4	13
Otu00048	6	0	8	0	7	0	2	0	0	0	0	96	0	4	0	13	0	26	0	60	4	1	8	7	0	0	3	4	5	7	1	1	3	6	4	6	10	0	0	10	3	1	0	1	6	2	41	5	12	0	0	0	0	2	2	3	0	16	2	0	8	0	36	2	1	6	5	4	1	0	0	0	4	0	0	0	8	0	7	0	0	7	0	4	7	0	10	0	0	8	6	15	0	1	2	137	18	0	3	8	1	0	1	1	4	0	9	3	21	4	0	3	0	1	1	17	24	6	11	23	0	0	2	0	14	39	23	11	3	1	15	10	45	51	2	0	3	1	0	1	0	0	4	1	4	0	0	0	1	0	2	4	0	7	72	1	0	0	4	8	1	0	1	0	18	4	14	4	21	0	3	0	0	1	8	0	4	3	1	4	0	0	1	0	0	0	0	2	0	14	4	0	1	0	2	0	1	17	0	0	0	12
Otu00049	0	0	0	72	0	0	0	0	0	3	0	5	1	0	3	4	8	47	4	1	2	0	1	1	4	4	0	2	0	0	5	1	0	2	0	1	1	1	3	2	0	0	0	5	2	8	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	6	1	13	0	4	3	3	0	0	0	1	0	0	0	4	3	3	0	3	1	0	1	5	5	3	0	0	0	0	5	0	1	1	0	8	1	0	0	0	2	0	0	3	8	0	0	1	2	1	0	0	7	1	1	0	0	0	0	0	0	1	0	1	8	0	10	3	0	0	0	0	0	0	0	0	2	0	0	12	0	3	1	3	0	0	0	24	0	6	0	1	0	2	0	2	13	1	0	4	0	4	22	0	0	0	0	1	3	10	5	0	2	0	0	2	1	2	4	0	4	3	0	0	0	0	0	2	0	4	0	14	0	0	1	0	2	0	15	12	2	0
